User Time (seconds),,,,,,,
1 Thread:,0.043,,2 Threads:,0.056,,4 Threads:,0.073
,0.043,,,0.048,,,0.076
,0.042,,,0.051,,,0.071
,0.042,,,0.051,,,0.069
,0.041,,,0.049,,,0.073
AVG:,0.042,,,0.051,,,0.072
,,,,,,,
,,,,,,,
Real Time (seconds),,,,,,,
1 Thread:,0.048,,2 Threads:,0.056,,4 Threads:,0.036
,0.047,,,0.051,,,0.045
,0.047,,,0.048,,,0.032
,0.050,,,0.051,,,0.030
,0.048,,,0.049,,,0.031
AVG:,0.048,,,0.051,,,0.035
